"age","balance","duration","marital_married","marital_single","education_secondary","education_tertiary","education_unknown","housing","loan","poutcome_other","poutcome_success","poutcome_unknown","y"
42,0,67,0,1,1,0,0,1,0,1,0,0,0
47,177,95,1,0,1,0,0,1,0,0,0,1,0
32,398,209,0,1,0,0,0,1,0,0,0,1,0
33,315,888,0,1,1,0,0,1,1,0,0,1,1
50,451,441,1,0,0,1,0,1,0,0,0,1,0
31,42,185,1,0,0,0,0,1,0,0,0,1,0
42,11177,229,0,0,1,0,0,1,0,1,0,0,0
60,2147,213,1,0,0,0,0,0,0,0,0,1,0
58,8548,175,0,0,1,0,0,1,0,0,0,1,0
43,479,293,1,0,0,0,0,1,0,0,0,0,0
52,136,46,1,0,0,1,0,1,0,1,0,0,0
38,1407,169,1,0,1,0,0,1,0,0,0,0,0
26,114,226,0,1,0,0,0,1,0,0,0,1,0
31,864,113,0,1,0,0,0,1,0,0,0,1,0
36,4608,284,1,0,0,0,0,1,0,0,0,1,0
49,1039,156,1,0,1,0,0,1,0,0,0,0,0
47,1863,151,1,0,1,0,0,1,1,0,0,1,0
31,150,68,1,0,1,0,0,1,0,0,0,1,0
59,5788,56,1,0,0,0,0,0,0,0,0,0,0
59,5845,1060,0,0,1,0,0,0,0,0,0,1,1
33,43,332,1,0,1,0,0,1,0,0,0,0,0
35,2432,196,1,0,1,0,0,1,0,0,0,1,0
32,-575,24,0,1,1,0,0,1,0,0,0,0,0
29,769,67,0,1,1,0,0,1,1,0,0,1,0
38,7708,218,1,0,1,0,0,1,0,1,0,0,0
43,18,131,1,0,0,0,0,1,0,1,0,0,0
29,-11,164,0,1,0,1,0,1,0,0,0,1,0
29,70,400,0,1,1,0,0,1,1,0,0,1,0
28,1377,688,0,1,1,0,0,1,0,0,0,1,1
41,281,123,1,0,1,0,0,1,0,0,0,1,0
33,405,99,0,1,0,0,0,1,0,0,0,0,0
36,886,362,0,1,1,0,0,1,1,0,0,1,0
43,991,111,1,0,0,0,0,1,0,0,0,1,0
29,64,444,1,0,1,0,0,1,0,0,0,0,0
23,1587,502,0,1,1,0,0,1,1,0,0,1,0
51,354,276,1,0,0,0,0,1,0,1,0,0,0
24,-169,366,0,1,1,0,0,1,0,0,0,1,0
50,124,367,0,0,1,0,0,1,1,0,0,0,0
51,814,17,1,0,1,0,0,1,0,0,0,1,0
44,466,158,1,0,1,0,0,1,1,1,0,0,0
46,196,29,1,0,1,0,0,1,0,0,0,1,0
40,309,221,1,0,0,0,0,1,0,0,0,1,0
30,1717,197,1,0,1,0,0,1,0,0,0,1,0
40,229,183,1,0,0,1,0,1,0,0,0,1,0
37,608,380,0,1,1,0,0,0,0,0,0,1,0
36,-296,113,1,0,0,1,0,1,0,0,0,1,0
34,2542,228,1,0,1,0,0,1,0,0,0,1,0
30,664,57,1,0,1,0,0,0,1,0,0,1,0
33,24,535,1,0,0,0,1,1,0,0,0,1,0
33,2412,91,0,1,0,1,0,1,0,1,0,0,0
26,93,43,0,1,0,0,0,1,0,0,0,1,0
28,293,265,0,1,0,1,0,1,0,0,0,1,0
37,2079,299,1,0,0,0,0,1,1,0,0,0,0
27,275,196,1,0,0,0,0,1,0,0,0,1,0
27,218,1462,0,1,1,0,0,1,0,0,0,0,0
38,1731,162,1,0,1,0,0,1,1,0,0,0,0
31,392,465,1,0,0,0,0,1,0,0,0,0,0
27,806,304,1,0,1,0,0,1,0,0,0,0,0
40,8536,487,1,0,1,0,0,1,1,0,0,1,0
35,1287,251,1,0,1,0,0,1,0,0,0,1,0
47,275,261,1,0,0,0,0,1,0,0,0,1,0
55,338,8,1,0,0,0,0,1,0,0,0,0,0
36,1041,480,1,0,0,1,0,1,0,0,0,1,0
35,100,171,1,0,1,0,0,1,0,0,0,1,0
29,792,374,1,0,1,0,0,1,0,0,0,1,0
43,30,60,1,0,1,0,0,0,0,0,0,0,0
31,233,241,1,0,0,1,0,1,0,0,0,0,0
47,-497,176,1,0,0,1,0,1,0,0,0,1,0
31,581,303,1,0,1,0,0,1,0,0,0,0,0
30,378,566,1,0,1,0,0,1,0,0,0,1,1
43,1,649,1,0,0,0,0,1,1,0,0,1,0
38,-258,134,0,0,0,0,0,1,0,1,0,0,0
53,765,959,0,0,1,0,0,1,0,1,0,0,1
41,200,353,0,1,1,0,0,1,0,0,0,0,0
42,-166,337,1,0,1,0,0,0,0,0,0,1,0
39,-143,93,0,1,1,0,0,1,0,0,0,0,0
34,259,291,1,0,1,0,0,1,0,0,0,1,0
27,54,252,0,1,1,0,0,1,0,0,0,1,0
35,-133,546,0,1,1,0,0,1,0,0,0,1,0
47,676,204,1,0,0,0,1,1,1,0,0,0,0
54,-135,152,1,0,1,0,0,1,0,0,0,0,0
53,862,267,1,0,0,0,0,1,0,0,0,1,0
34,79,406,1,0,0,0,0,1,0,0,0,1,0
35,2212,320,1,0,0,0,0,1,0,1,0,0,0
26,5795,1094,1,0,1,0,0,1,0,0,0,1,1
30,315,884,0,1,1,0,0,1,0,0,0,0,1
53,6095,410,1,0,1,0,0,1,1,0,0,1,0
44,736,210,1,0,1,0,0,1,0,0,0,1,0
56,309,198,1,0,0,0,0,1,0,0,0,0,0
35,650,241,1,0,1,0,0,1,0,0,0,0,0
35,916,460,0,1,0,1,0,1,0,0,0,1,1
34,124,604,1,0,1,0,0,1,0,1,0,0,1
55,-219,427,1,0,0,0,0,1,0,0,0,0,0
31,1257,350,0,1,1,0,0,1,0,0,0,1,0
30,303,176,0,1,0,1,0,1,0,0,0,0,0
50,622,93,0,0,1,0,0,1,0,0,0,1,0
46,24598,118,0,0,0,1,0,1,0,0,0,0,0
26,681,336,0,1,1,0,0,1,0,0,0,0,0
48,685,387,1,0,1,0,0,1,0,0,0,1,0
43,-418,106,1,0,0,0,0,1,1,0,0,1,0
36,-531,205,1,0,1,0,0,0,0,0,0,1,0
41,783,135,0,0,1,0,0,1,1,0,0,0,0
36,1038,42,1,0,1,0,0,1,0,0,0,1,0
41,3237,240,0,1,0,0,0,0,0,1,0,0,0
29,-13,512,0,1,1,0,0,1,0,0,0,1,0
36,2178,75,1,0,0,1,0,1,0,0,0,1,0
43,0,88,0,1,1,0,0,1,0,0,0,1,0
29,8,41,1,0,0,1,0,1,0,0,0,1,0
59,502,27,0,0,0,0,0,1,0,0,0,1,0
39,8654,181,0,0,0,0,0,1,0,0,0,1,0
51,421,306,1,0,1,0,0,1,0,0,0,1,0
31,1750,90,1,0,0,1,0,1,0,0,0,1,0
35,911,136,1,0,1,0,0,1,0,0,0,0,0
36,994,154,1,0,0,0,0,1,0,0,1,0,0
41,3895,305,0,1,1,0,0,1,0,1,0,0,0
28,3,190,0,1,1,0,0,1,0,0,0,1,0
35,612,47,1,0,1,0,0,1,0,0,0,1,0
47,-169,172,1,0,0,0,0,1,1,0,0,0,0
33,49,170,1,0,1,0,0,1,0,0,0,1,0
33,968,204,1,0,1,0,0,1,0,0,0,1,0
38,1307,294,0,0,0,1,0,0,0,0,0,1,0
41,174,367,0,0,1,0,0,1,0,1,0,0,0
40,2805,173,1,0,0,0,0,1,0,0,0,0,0
55,-288,62,0,0,1,0,0,1,0,0,0,0,0
33,170,113,1,0,0,0,0,1,1,1,0,0,0
33,207,629,1,0,1,0,0,1,0,0,0,1,1
47,1358,80,1,0,1,0,0,1,0,0,0,1,0
41,356,90,1,0,1,0,0,1,0,0,0,1,0
47,355,144,0,1,0,0,0,1,0,0,0,0,0
41,315,28,0,1,1,0,0,1,0,0,0,1,0
33,331,178,1,0,1,0,0,1,0,1,0,0,0
37,987,306,1,0,1,0,0,1,1,0,0,1,0
37,3051,386,1,0,0,0,0,0,0,0,0,1,0
38,677,114,0,1,1,0,0,1,0,0,0,1,0
27,3354,493,0,1,1,0,0,1,0,0,0,1,0
42,343,33,1,0,1,0,0,1,0,0,0,0,0
43,536,167,1,0,0,1,0,1,0,0,0,1,0
57,0,125,1,0,1,0,0,1,0,0,0,1,0
39,-223,185,1,0,0,0,0,1,0,0,0,1,0
28,213,341,1,0,1,0,0,1,0,0,0,1,0
32,687,415,1,0,1,0,0,0,0,1,0,0,0
33,-14,223,0,1,1,0,0,1,0,0,0,1,0
32,45,908,0,1,1,0,0,1,1,1,0,0,0
31,2030,168,0,1,0,1,0,1,0,0,0,0,0
39,26,166,0,1,1,0,0,1,0,0,0,1,0
34,97,67,0,1,0,1,0,0,0,0,0,1,0
49,584,167,1,0,0,0,0,1,0,0,0,0,0
35,667,10,1,0,1,0,0,1,0,1,0,0,0
46,1291,142,1,0,0,0,0,1,0,0,0,0,0
37,20,151,1,0,1,0,0,1,0,0,0,1,0
49,137,384,1,0,0,0,0,1,0,0,0,1,0
31,4687,192,1,0,1,0,0,1,0,0,0,1,0
43,7973,100,1,0,1,0,0,1,0,0,0,1,0
48,-50,212,1,0,0,0,0,1,0,0,0,1,0
33,1074,308,0,1,1,0,0,1,1,0,0,1,0
33,686,30,1,0,1,0,0,1,1,1,0,0,0
32,344,54,1,0,1,0,0,1,1,0,0,1,0
48,430,340,1,0,0,0,0,0,0,0,0,0,0
39,522,225,0,1,1,0,0,1,0,0,0,0,0
42,154,346,1,0,1,0,0,1,0,1,0,0,0
30,326,197,0,1,1,0,0,1,0,0,0,1,0
37,4954,290,1,0,1,0,0,1,0,1,0,0,0
32,78,72,0,1,0,0,0,1,0,0,0,1,0
38,215,115,1,0,1,0,0,1,0,0,0,0,0
42,191,382,1,0,0,0,0,1,0,0,0,0,0
29,59,100,1,0,1,0,0,1,1,0,0,0,0
52,751,165,1,0,0,1,0,0,0,0,0,0,0
32,744,506,1,0,0,1,0,1,0,1,0,0,0
59,422,647,1,0,0,1,0,1,0,0,0,1,1
36,568,140,0,1,1,0,0,1,0,0,0,0,0
30,386,253,1,0,0,0,0,1,0,0,0,1,0
35,-167,195,1,0,0,0,0,1,0,0,0,0,0
33,101,235,1,0,1,0,0,1,0,0,0,0,0
26,787,68,0,1,1,0,0,1,0,0,0,0,0
30,317,165,0,0,0,1,0,1,0,0,0,0,0
29,555,133,0,1,1,0,0,1,0,0,0,1,0
48,168,100,0,0,1,0,0,1,1,1,0,0,0
33,-242,49,0,1,1,0,0,1,0,0,0,1,0
36,125,676,0,1,1,0,0,1,0,0,0,1,1
40,602,145,1,0,0,1,0,1,0,0,0,0,0
40,252,103,1,0,0,1,0,1,0,0,0,1,0
30,637,69,1,0,1,0,0,1,0,0,0,1,0
34,2,153,0,1,1,0,0,1,0,0,0,1,1
39,164,26,1,0,1,0,0,1,0,0,0,0,0
28,1900,9,1,0,0,1,0,1,0,0,0,1,0
31,342,117,0,1,1,0,0,1,0,1,0,0,0
40,60,460,0,1,1,0,0,1,0,1,0,0,0
41,1377,111,1,0,0,0,1,1,0,1,0,0,0
38,195,165,1,0,0,0,0,1,0,0,0,1,0
48,666,10,0,0,0,0,0,1,0,0,0,1,0
33,109,12,0,1,0,1,0,1,1,1,0,0,0
47,452,113,1,0,1,0,0,0,0,0,0,1,0
50,111,8,1,0,0,0,0,1,0,1,0,0,0
28,293,194,0,1,1,0,0,0,0,0,0,1,0
39,7066,667,0,1,1,0,0,1,0,1,0,0,1
42,146,670,1,0,1,0,0,1,1,0,0,0,1
37,357,14,1,0,0,0,0,1,0,1,0,0,0
30,148,115,0,1,1,0,0,1,1,0,0,1,0
27,-152,14,0,1,0,1,0,1,1,0,0,1,0
31,591,14,0,1,1,0,0,1,1,0,0,1,0
27,-145,289,0,1,1,0,0,1,0,0,0,1,0
57,530,10,1,0,1,0,0,1,0,0,0,0,0
39,43,354,1,0,1,0,0,0,0,0,0,1,0
47,175,236,1,0,1,0,0,1,0,0,0,0,0
30,872,61,0,1,0,1,0,1,0,0,0,0,0
42,680,306,1,0,1,0,0,1,0,0,0,0,0
38,10357,103,1,0,1,0,0,0,0,0,0,1,0
51,5885,172,1,0,1,0,0,1,0,0,0,1,0
29,363,164,1,0,1,0,0,1,0,0,0,1,0
30,28,778,0,1,1,0,0,1,0,0,0,0,0
46,4602,39,1,0,0,0,0,1,0,0,0,1,0
48,1159,1181,1,0,1,0,0,1,1,0,0,1,0
31,177,124,0,1,0,1,0,1,0,0,0,1,0
35,3000,162,0,1,0,1,0,1,0,0,0,1,0
43,232,45,1,0,0,0,0,0,1,0,0,1,0
27,500,16,1,0,0,0,0,1,0,0,0,0,0
32,-538,233,1,0,1,0,0,0,1,0,0,0,0
23,738,347,0,1,1,0,0,1,0,0,0,1,0
43,28,136,1,0,0,1,0,1,0,0,0,0,0
45,615,133,0,1,1,0,0,1,0,0,0,1,0
28,8,196,1,0,1,0,0,1,0,0,0,1,0
60,496,655,0,0,1,0,0,1,0,0,0,1,1
35,253,452,1,0,1,0,0,1,0,1,0,0,0
36,577,33,0,1,0,1,0,1,0,0,0,0,0
31,0,56,0,1,1,0,0,1,0,0,0,0,0
28,916,191,1,0,1,0,0,1,0,1,0,0,0
34,0,78,1,0,1,0,0,1,0,0,0,1,0
30,-143,85,0,1,1,0,0,1,0,0,0,1,0
28,511,274,1,0,1,0,0,1,0,0,0,0,0
40,398,642,0,1,1,0,0,1,0,0,0,1,0
24,230,73,1,0,1,0,0,1,0,0,0,1,0
44,36,551,0,1,0,0,0,1,0,0,0,0,1
25,541,607,1,0,1,0,0,1,0,0,0,0,0
34,176,67,0,0,1,0,0,1,0,0,0,0,0
21,-172,409,1,0,0,0,0,1,1,0,0,0,1
29,940,382,1,0,1,0,0,1,1,0,0,1,1
52,-100,7,0,0,0,0,0,1,0,1,0,0,0
34,1317,239,0,0,0,1,0,1,0,0,0,1,0
47,1480,144,0,0,1,0,0,1,0,0,0,0,0
33,433,54,0,1,0,0,0,1,0,0,0,1,0
41,793,123,0,0,1,0,0,1,0,0,0,0,0
51,0,60,1,0,0,1,0,1,0,0,0,0,0
42,466,123,1,0,1,0,0,1,0,0,0,1,0
34,-257,160,1,0,1,0,0,1,0,0,0,0,0
28,113,270,0,1,1,0,0,1,1,0,0,1,0
56,-40,311,0,1,1,0,0,1,0,0,0,0,1
39,49,259,1,0,0,0,0,1,0,0,0,1,0
28,558,300,0,1,0,1,0,1,0,0,0,1,0
27,1535,238,1,0,0,0,0,1,0,0,0,1,0
30,140,760,0,1,1,0,0,1,0,0,0,1,1
23,3198,224,0,1,0,0,0,1,0,0,0,0,0
33,7419,21,0,1,0,1,0,1,0,0,0,0,0
33,849,128,0,1,0,1,0,1,0,0,0,0,0
57,334,169,1,0,0,1,0,1,0,0,0,0,0
38,773,198,1,0,1,0,0,1,0,1,0,0,0
37,949,302,1,0,1,0,0,1,0,0,0,1,0
52,1039,146,1,0,1,0,0,1,1,0,0,1,0
51,113,71,0,0,1,0,0,0,0,0,0,1,0
25,543,302,0,1,1,0,0,1,0,0,0,1,0
26,77,619,1,0,1,0,0,1,0,0,0,0,1
34,580,88,1,0,1,0,0,1,0,0,0,1,0
35,85,213,0,1,0,0,0,0,0,0,0,0,0
49,400,64,0,0,0,0,0,1,0,0,0,1,0
32,1297,250,1,0,0,1,0,1,0,0,0,1,0
32,1398,233,1,0,1,0,0,1,1,0,0,1,0
31,122,49,1,0,1,0,0,1,0,0,0,0,0
39,1102,124,1,0,1,0,0,1,0,0,0,0,0
29,368,345,1,0,1,0,0,1,0,0,0,0,0
28,1325,242,1,0,1,0,0,1,0,0,0,1,0
48,-13,20,1,0,0,1,0,1,0,1,0,0,0
34,2139,1452,1,0,1,0,0,1,0,0,0,1,0
30,79,317,0,1,0,0,0,1,0,0,0,1,0
40,192,16,1,0,1,0,0,1,1,0,0,0,0
38,4312,67,0,0,0,1,0,0,0,0,0,0,0
60,174,241,0,0,1,0,0,1,0,0,0,0,0
32,-252,250,0,1,0,1,0,1,0,0,0,1,0
42,156,7,0,1,0,0,0,1,0,0,0,0,0
57,179,67,0,0,0,0,0,1,0,0,0,0,0
34,11350,153,0,1,0,1,0,1,0,0,0,0,0
30,0,432,1,0,0,0,0,1,0,0,0,1,0
31,291,48,0,1,0,1,0,1,0,0,0,1,0
35,286,158,0,0,1,0,0,1,0,1,0,0,0
33,1996,72,1,0,1,0,0,1,0,0,0,0,0
30,278,148,0,1,1,0,0,1,0,0,0,1,0
30,-118,377,0,1,1,0,0,0,0,0,0,1,0
37,-59,169,0,0,1,0,0,1,0,0,0,0,0
44,5781,195,1,0,1,0,0,1,1,0,0,1,0
24,-94,217,1,0,1,0,0,1,0,0,0,1,0
31,1194,50,1,0,0,1,0,1,0,0,0,1,0
34,4782,160,0,1,0,1,0,1,0,0,0,0,0
33,1156,612,0,0,1,0,0,1,0,0,0,0,0
32,336,64,0,1,0,1,0,0,0,0,0,1,0
28,4,310,1,0,1,0,0,1,0,0,0,1,0
37,222,7,1,0,1,0,0,1,0,0,0,0,0
45,215,14,1,0,1,0,0,1,1,0,0,1,0
27,212,373,0,1,0,1,0,1,0,0,0,1,0
32,388,58,0,1,0,1,0,1,0,0,0,0,0
30,123,55,1,0,0,0,0,1,0,0,0,1,0
28,769,153,0,1,1,0,0,1,0,0,0,0,0
50,226,98,1,0,0,0,0,1,0,0,0,0,0
44,362,180,1,0,0,0,0,1,0,0,0,1,0
35,712,192,1,0,0,0,0,1,0,0,0,0,0
46,-816,68,1,0,1,0,0,1,1,0,0,1,0
24,145,520,0,1,0,0,0,1,0,0,0,0,0
31,290,148,1,0,0,0,0,1,0,0,0,0,0
38,0,64,0,1,0,0,1,1,0,0,0,1,0
32,91,119,0,0,1,0,0,1,0,1,0,0,0
34,787,665,0,0,1,0,0,1,0,0,0,1,0
35,22,1190,1,0,0,0,0,1,0,1,0,0,1
33,217,132,1,0,1,0,0,1,1,0,0,0,0
32,15,391,1,0,1,0,0,1,0,0,0,1,0
35,1849,111,1,0,0,1,0,1,0,0,0,1,0
40,178,188,0,0,1,0,0,1,0,0,0,1,0
27,484,210,1,0,1,0,0,1,0,0,0,0,0
43,-1,51,1,0,1,0,0,1,0,0,0,0,0
36,391,185,0,1,0,1,0,1,0,0,0,0,0
22,-51,859,0,1,1,0,0,1,0,0,0,1,1
41,2067,493,1,0,0,0,0,1,0,0,0,1,0
29,13,26,0,1,0,1,0,1,0,0,0,1,0
28,-42,192,1,0,1,0,0,1,0,1,0,0,0
34,-25,207,1,0,1,0,0,0,0,0,0,1,0
59,2345,399,1,0,0,0,0,1,0,0,0,1,0
26,26,899,0,1,1,0,0,1,1,0,0,1,1
39,-202,157,0,0,1,0,0,1,1,0,0,1,0
31,178,415,0,1,1,0,0,1,0,0,0,0,0
31,699,282,0,1,0,1,0,1,0,0,0,0,0
47,1474,77,1,0,1,0,0,1,0,0,0,0,0
28,154,536,0,1,1,0,0,1,0,1,0,0,1
28,221,176,0,1,0,1,0,1,0,0,0,1,0
30,-228,101,0,1,1,0,0,1,0,0,0,0,0
31,-256,272,1,0,0,1,0,1,0,0,0,0,0
39,1254,133,1,0,1,0,0,1,0,1,0,0,0
33,1211,39,0,1,1,0,0,1,0,0,0,0,0
32,3695,34,0,0,0,1,0,1,0,1,0,0,0
39,10,23,0,1,0,0,1,1,0,0,0,0,0
30,581,267,0,1,1,0,0,1,0,1,0,0,0
38,1027,12,1,0,1,0,0,1,0,0,0,1,0
30,592,353,0,1,1,0,0,1,0,0,0,1,0
45,-497,217,1,0,0,1,0,1,1,0,0,0,0
27,808,578,0,1,0,1,0,1,0,1,0,0,0
51,94,77,0,0,0,0,0,1,0,0,0,0,0
35,534,669,0,0,1,0,0,0,0,0,0,0,1
42,-106,495,0,0,1,0,0,1,0,0,0,0,0
57,-967,8,1,0,1,0,0,1,0,0,0,1,0
32,2597,233,0,1,1,0,0,1,0,0,0,0,0
28,1372,48,0,1,0,1,0,0,0,0,0,0,0
32,-234,24,0,1,1,0,0,1,0,0,0,1,0
27,1531,187,1,0,0,1,0,1,0,0,0,0,0
43,68,159,1,0,1,0,0,1,1,0,0,1,0
26,130,283,0,1,1,0,0,1,0,0,0,1,0
35,1265,326,1,0,0,1,0,1,0,0,0,0,1
32,1531,58,0,1,0,1,0,1,0,0,0,0,0
40,-450,181,1,0,1,0,0,1,0,0,0,1,0
37,851,151,0,1,0,0,0,1,0,0,0,0,0
31,4561,301,0,1,0,1,0,1,0,0,0,0,0
26,276,106,0,1,1,0,0,1,0,0,0,0,0
30,413,148,0,1,0,0,0,1,0,1,0,0,0
59,3573,44,0,0,1,0,0,0,0,0,0,1,0
23,567,358,0,1,1,0,0,1,1,0,0,1,0
55,-466,901,1,0,0,1,0,1,0,0,0,1,1
27,317,1286,1,0,1,0,0,1,1,0,0,1,0
33,1138,122,1,0,0,0,0,1,1,0,0,0,0
28,7,87,0,1,1,0,0,1,0,0,0,1,0
26,641,55,0,1,0,1,0,1,0,0,0,0,0
32,75,127,0,1,1,0,0,1,0,0,0,1,0
32,38,744,1,0,1,0,0,1,0,0,0,1,1
35,705,177,0,1,1,0,0,1,1,0,0,0,0
31,154,454,1,0,1,0,0,1,1,0,0,1,0
28,703,485,0,1,1,0,0,1,0,1,0,0,1
48,501,12,0,0,1,0,0,1,0,0,0,1,0
31,360,332,0,0,1,0,0,0,0,1,0,0,0
31,39,123,0,1,1,0,0,1,0,0,0,1,0
53,210,984,0,1,0,0,0,1,0,0,0,0,0
29,10191,282,1,0,0,0,0,1,0,0,0,1,0
34,431,514,1,0,0,0,0,1,0,0,0,1,0
24,246,224,0,1,1,0,0,1,1,0,0,1,0
37,-29,25,1,0,0,0,0,1,1,1,0,0,0
34,362,151,1,0,1,0,0,1,0,0,0,1,0
30,1323,223,0,1,0,1,0,1,0,0,0,1,0
31,685,552,1,0,1,0,0,1,0,0,0,0,1
43,3549,7,1,0,1,0,0,1,0,0,0,1,0
32,-341,339,0,1,1,0,0,0,0,0,0,0,0
23,15,76,0,1,0,0,1,1,0,1,0,0,0
29,499,338,0,1,0,1,0,1,0,0,0,1,0
49,169,82,1,0,0,0,0,1,0,0,0,1,0
58,10,298,1,0,0,0,0,1,0,0,0,1,0
29,710,51,0,1,1,0,0,1,1,0,0,0,0
38,1583,386,0,1,0,0,0,1,0,0,0,1,0
26,2047,457,0,1,1,0,0,1,0,0,0,1,0
42,9277,395,1,0,1,0,0,1,0,1,0,0,0
23,780,416,0,1,1,0,0,1,0,0,0,1,1
24,388,193,0,1,0,0,0,1,0,0,0,1,0
45,5315,262,1,0,0,0,0,1,1,0,0,1,0
33,174,45,1,0,1,0,0,1,0,1,0,0,0
38,1099,22,1,0,0,0,0,1,0,0,0,1,0
26,-67,637,0,1,0,1,0,1,0,0,0,1,1
39,98,59,1,0,0,0,1,1,0,1,0,0,0
36,421,34,0,0,1,0,0,1,0,1,0,0,0
42,34,272,1,0,0,1,0,1,0,0,0,1,0
24,2,48,0,1,1,0,0,0,0,0,0,1,0
35,-89,75,0,1,1,0,0,1,0,0,0,0,0
56,276,301,1,0,1,0,0,1,0,0,0,0,0
38,1270,164,0,1,1,0,0,1,1,1,0,0,0
30,714,199,1,0,0,0,0,1,0,0,0,1,0
30,-206,133,1,0,1,0,0,1,1,0,0,1,0
46,1085,523,1,0,0,0,0,1,1,1,0,0,1
27,-74,151,0,1,1,0,0,1,0,0,0,0,0
32,1987,36,0,1,1,0,0,1,0,0,0,0,0
29,-24,325,0,1,0,0,0,1,0,0,0,1,0
39,197,193,1,0,0,0,0,1,0,0,0,1,0
31,-365,36,1,0,0,0,0,1,0,0,0,1,0
31,-4,110,0,1,1,0,0,1,0,0,0,1,0
39,3165,56,1,0,1,0,0,1,0,0,0,0,0
23,-295,411,1,0,1,0,0,1,0,0,0,0,0
29,213,174,0,1,1,0,0,1,0,0,0,0,0
33,450,148,0,1,1,0,0,1,0,1,0,0,0
28,83,224,1,0,1,0,0,1,0,0,0,1,0
28,-545,322,0,1,1,0,0,1,1,0,0,1,0
25,1433,520,0,1,0,1,0,1,0,0,0,1,0
44,-179,333,0,0,1,0,0,1,0,0,0,1,0
24,3,311,0,1,1,0,0,1,0,0,0,1,0
30,-100,292,0,1,1,0,0,1,1,0,0,1,0
28,-267,145,0,1,1,0,0,1,0,0,0,0,0
35,1374,319,0,1,0,1,0,1,0,0,0,1,0
32,721,128,1,0,0,1,0,1,0,0,0,1,0
32,1710,439,0,1,0,1,0,1,0,1,0,0,0
36,647,290,1,0,1,0,0,1,1,0,0,1,0
34,4260,375,0,1,0,0,0,1,0,0,0,1,0
31,1340,185,0,1,1,0,0,0,0,0,0,1,0
25,171,178,0,1,1,0,0,1,0,0,0,0,0
33,463,27,1,0,1,0,0,1,0,0,0,1,0
46,51,333,1,0,1,0,0,1,0,0,0,1,0
28,221,256,0,1,1,0,0,1,0,0,0,1,0
43,10910,66,1,0,1,0,0,1,0,0,0,1,0
30,878,173,0,1,0,0,1,1,0,1,0,0,0
35,8903,171,0,0,0,1,0,1,0,0,0,0,0
24,91,134,0,1,0,1,0,1,0,0,0,1,0
45,900,26,1,0,0,0,0,1,0,0,0,0,0
33,-198,256,0,1,1,0,0,1,0,0,1,0,0
58,781,74,1,0,0,0,0,1,0,0,0,1,0
37,508,340,1,0,0,0,0,1,1,0,0,1,0
31,-254,237,0,0,1,0,0,1,0,0,0,1,0
34,29,285,1,0,1,0,0,1,0,0,0,1,1
29,149,242,1,0,0,0,0,1,0,0,0,1,0
22,2589,239,0,1,1,0,0,1,0,1,0,0,0
60,38,109,1,0,0,0,0,1,0,1,0,0,0
60,560,730,0,1,0,1,0,0,0,0,0,1,1
30,3037,10,1,0,0,1,0,1,0,1,0,0,0
35,6781,19,0,1,0,1,0,1,0,0,0,1,0
38,553,178,0,1,1,0,0,1,0,1,0,0,0
58,260,71,1,0,0,0,0,1,0,0,0,0,0
50,172,7,1,0,0,0,0,1,1,0,0,1,0
32,2,16,1,0,1,0,0,1,0,0,0,0,0
32,180,45,1,0,1,0,0,1,0,0,0,1,0
41,526,229,1,0,0,1,0,1,0,0,0,0,0
43,285,22,1,0,0,0,1,1,0,0,0,1,0
24,926,191,0,1,1,0,0,1,1,0,0,1,0
28,22,536,0,1,0,1,0,1,0,0,0,1,1
29,6567,792,1,0,1,0,0,1,0,0,0,0,1
31,184,178,0,1,1,0,0,1,0,0,0,1,0
55,1078,41,1,0,1,0,0,1,1,0,0,1,0
47,14,142,1,0,0,0,1,1,0,0,0,1,0
35,2791,45,1,0,1,0,0,1,0,0,0,1,0
25,691,333,1,0,1,0,0,1,0,0,0,0,0
38,257,10,1,0,1,0,0,1,0,0,0,1,0
32,99,166,1,0,1,0,0,1,0,0,0,1,0
34,2994,358,1,0,1,0,0,1,0,0,0,0,0
39,-50,100,1,0,0,0,0,1,0,0,0,1,0
33,624,423,1,0,1,0,0,1,0,0,0,1,0
29,405,84,0,1,1,0,0,1,0,1,0,0,0
30,683,66,1,0,1,0,0,1,0,0,0,1,0
39,2139,576,1,0,1,0,0,1,0,0,0,0,1
44,167,79,1,0,1,0,0,1,0,0,0,0,0
53,50,669,0,0,0,1,0,1,0,0,0,0,1
27,311,50,1,0,1,0,0,1,0,0,0,0,0
39,680,135,1,0,1,0,0,1,0,0,0,0,0
31,147,456,1,0,1,0,0,1,0,0,0,1,0
33,142,87,1,0,0,0,0,1,0,0,0,0,0
32,435,676,0,1,0,1,0,1,1,0,0,1,0
29,722,78,0,1,0,0,0,1,0,0,0,0,0
49,505,354,1,0,1,0,0,1,0,0,0,1,0
32,6042,183,0,1,1,0,0,1,0,0,0,0,0
42,505,117,1,0,1,0,0,1,0,0,0,1,0
55,-747,265,1,0,0,0,0,1,0,0,0,1,0
49,132,98,0,0,1,0,0,1,0,0,0,0,0
26,626,412,0,1,1,0,0,1,0,0,0,1,0
30,1692,251,0,1,0,1,0,1,0,0,0,1,0
29,47,245,1,0,1,0,0,1,1,0,0,1,0
54,582,693,1,0,1,0,0,1,0,0,0,0,1
29,80,15,0,1,0,1,0,1,0,0,0,0,0
